word,rule_based,correct
उम्र,⠥⠍⠈⠗,⠥⠈⠍⠗
उर्वरकों,⠥⠗⠈⠧⠗⠅⠕⠰,⠥⠈⠗⠧⠗⠅⠕⠰
उल्लास,⠥⠇⠈⠇⠜⠎,⠥⠈⠇⠇⠜⠎
उष्णकटिबंधीय,⠥⠯⠈⠼⠅⠾⠊⠃⠰⠮⠔⠽,⠥⠈⠯⠼⠅⠾⠊⠃⠰⠮⠔⠽
ऊँचाइयों,⠳⠄⠉⠜⠊⠽⠕⠰,⠳⠄⠉⠜⠊⠽⠕⠰
एक-एक,⠑⠅⠤⠑⠅,⠑⠅⠤⠑⠅
एक्टिविटी,⠑⠅⠈⠾⠊⠧⠊⠾⠔,⠑⠈⠅⠾⠊⠧⠊⠾⠔
औद्योगिकीकरण,⠪⠙⠈⠽⠕⠛⠊⠅⠔⠅⠗⠼,⠪⠈⠙⠽⠕⠛⠊⠅⠔⠅⠗⠼
कटाई,⠅⠾⠜⠔,⠅⠾⠜⠔
कन्धों,⠅⠝⠈⠮⠕⠰,⠅⠈⠝⠮⠕⠰
कपिलवस्तु,⠅⠏⠊⠇⠧⠎⠈⠞⠥,⠅⠏⠊⠇⠧⠈⠎⠞⠥
कप्तान,⠅⠏⠈⠞⠜⠝,⠅⠈⠏⠞⠜⠝
लॉकडाउन,⠇⠭⠅⠫⠜⠥⠝,⠇⠭⠅⠫⠜⠥⠝
कर्तव्य:,⠅⠗⠈⠞⠧⠈⠽⠒,⠅⠈⠗⠞⠈⠧⠽⠒
कलात्मक,⠅⠇⠜⠞⠈⠍⠅,⠅⠇⠜⠈⠞⠍⠅
कार्बन-डाइऑक्साइड,⠅⠜⠗⠈⠃⠝⠤⠫⠜⠊⠭⠅⠈⠎⠜⠊⠫,⠅⠜⠈⠗⠃⠝⠤⠫⠜⠊⠭⠈⠅⠎⠜⠊⠫
सिद्धार्थ,⠎⠊⠙⠈⠮⠜⠗⠈⠹,⠎⠊⠈⠙⠮⠜⠈⠗⠹
क्रिकेट,⠅⠈⠗⠊⠅⠑⠾,⠈⠅⠗⠊⠅⠑⠾
खट्टे,⠨⠾⠈⠾⠑,⠨⠈⠾⠾⠑
खत्म,⠨⠞⠈⠍,⠨⠈⠞⠍
खाद्य,⠨⠜⠙⠈⠽,⠨⠜⠈⠙⠽
गई,⠛⠔,⠛⠁⠔
गए,⠛⠑,⠛⠁⠑
गुणवत्ता,⠛⠥⠼⠧⠞⠈⠞⠜,⠛⠥⠼⠧⠈⠞⠞⠜
ग्रह,⠛⠈⠗⠓,⠈⠛⠗⠓
ग्राहकों,⠛⠈⠗⠜⠓⠅⠕⠰,⠈⠛⠗⠜⠓⠅⠕⠰
ग्राहकों,⠛⠈⠗⠜⠓⠅⠕⠰,⠈⠛⠗⠜⠓⠅⠕⠰
ग्रीन,⠛⠈⠗⠔⠝,⠈⠛⠗⠔⠝
ग्लोबल,⠛⠈⠇⠕⠃⠇,⠈⠛⠇⠕⠃⠇
चश्मा,⠉⠩⠈⠍⠜,⠉⠈⠩⠍⠜
चिल्ला,⠉⠊⠇⠈⠇⠜,⠉⠊⠈⠇⠇⠜
चिह्नित,⠉⠊⠓⠈⠝⠊⠞,⠉⠊⠈⠓⠝⠊⠞
चीज़ों,⠉⠔⠚⠐⠕⠰,⠉⠔⠐⠚⠕⠰
छात्रों,⠡⠜⠈⠞⠗⠕⠰,⠡⠜⠈⠞⠗⠕⠰
छुट्टियां,⠡⠥⠾⠈⠾⠊⠽⠜⠰,⠡⠥⠈⠾⠾⠊⠽⠜⠰
जन्मदिन,⠚⠝⠈⠍⠙⠊⠝,⠚⠈⠝⠍⠙⠊⠝
जन्मस्थान,⠚⠝⠈⠍⠎⠈⠹⠜⠝,⠚⠈⠝⠍⠈⠎⠹⠜⠝
जल्द,⠚⠇⠈⠙,⠚⠈⠇⠙
जल्द,⠚⠇⠈⠙,⠚⠈⠇⠙
जिन्होंने,⠚⠊⠝⠈⠓⠕⠰⠝⠑,⠚⠊⠈⠝⠓⠕⠰⠝⠑
जीवाश्म,⠚⠔⠧⠜⠩⠈⠍,⠚⠔⠧⠜⠈⠩⠍
टकराई,⠾⠅⠗⠜⠔,⠾⠅⠗⠜⠔
ट्रांसफर,⠾⠈⠗⠜⠰⠎⠋⠗,⠈⠾⠗⠜⠰⠎⠋⠗
ट्रैफिक,⠾⠈⠗⠌⠋⠊⠅,⠈⠾⠗⠌⠋⠊⠅
डाउनलोड,⠫⠜⠥⠝⠇⠕⠫,⠫⠜⠥⠝⠇⠕⠫
डिब्बे,⠫⠊⠃⠈⠃⠑,⠫⠊⠈⠃⠃⠑
डिस्टेंसिंग,⠫⠊⠎⠈⠾⠑⠰⠎⠊⠰⠛,⠫⠊⠈⠎⠾⠑⠰⠎⠊⠰⠛
तेज़ी,⠞⠑⠚⠐⠔,⠞⠑⠐⠚⠔
तोड़कर,⠞⠕⠻⠅⠗,⠞⠕⠻⠅⠗
त्योहारों,⠞⠈⠽⠕⠓⠜⠗⠕⠰,⠈⠞⠽⠕⠓⠜⠗⠕⠰
दफ्तर,⠙⠋⠈⠞⠗,⠙⠈⠋⠞⠗
दर्शक,⠙⠗⠈⠩⠅,⠙⠈⠗⠩⠅
दवाइयां,⠙⠧⠜⠊⠽⠜⠰,⠙⠧⠜⠊⠽⠜⠰
दस्तावेजों,⠙⠎⠈⠞⠜⠧⠑⠚⠕⠰,⠙⠈⠎⠞⠜⠧⠑⠚⠕⠰
दिखाई,⠙⠊⠨⠜⠔,⠙⠊⠨⠜⠔
दुर्भाग्य,⠙⠥⠗⠈⠘⠜⠛⠈⠽,⠙⠥⠈⠗⠘⠜⠈⠛⠽
दृश्य,⠙⠐⠗⠩⠈⠽,⠙⠐⠗⠈⠩⠽
दृश्य,⠙⠐⠗⠩⠈⠽,⠙⠐⠗⠈⠩⠽
दृष्टि,⠙⠐⠗⠯⠈⠾⠊,⠙⠐⠗⠈⠯⠾⠊
देवब्रत,⠙⠑⠧⠃⠈⠗⠞,⠙⠑⠧⠈⠃⠗⠞
देशभक्ति,⠙⠑⠩⠘⠅⠈⠞⠊,⠙⠑⠩⠘⠈⠅⠞⠊
द्रव,⠙⠈⠗⠧,⠈⠙⠗⠧
द्वितीयक,⠙⠈⠧⠊⠞⠔⠽⠅,⠈⠙⠧⠊⠞⠔⠽⠅
नई-नई,⠝⠔⠤⠝⠔,⠝⠁⠔⠤⠝⠁⠔
नए-नए,⠝⠑⠤⠝⠑,⠝⠁⠑⠤⠝⠁⠑
नकारात्मक,⠝⠅⠜⠗⠜⠞⠈⠍⠅,⠝⠅⠜⠗⠜⠈⠞⠍⠅
नियंत्रण,⠝⠊⠽⠰⠈⠞⠗⠼,⠝⠊⠽⠰⠈⠞⠗⠼
नियंत्रित,⠝⠊⠽⠰⠈⠞⠗⠊⠞,⠝⠊⠽⠰⠈⠞⠗⠊⠞
निर्णय,⠝⠊⠗⠈⠼⠽,⠝⠊⠈⠗⠼⠽
नृत्य,⠝⠐⠗⠞⠈⠽,⠝⠐⠗⠈⠞⠽
पंक्ति,⠏⠰⠅⠈⠞⠊,⠏⠰⠈⠅⠞⠊
पकड़ने,⠏⠅⠻⠝⠑,⠏⠅⠻⠝⠑
पड़ता,⠏⠻⠞⠜,⠏⠻⠞⠜
पड़ी,⠏⠻⠔,⠏⠻⠔
पढ़,⠏⠐⠻,⠏⠐⠻
पढ़ने,⠏⠐⠻⠝⠑,⠏⠐⠻⠝⠑
पत्नी,⠏⠞⠈⠝⠔,⠏⠈⠞⠝⠔
पराकाष्ठा,⠏⠗⠜⠅⠜⠯⠈⠺⠜,⠏⠗⠜⠅⠜⠈⠯⠺⠜
परिस्थितियों,⠏⠗⠊⠎⠈⠹⠊⠞⠊⠽⠕⠰,⠏⠗⠊⠈⠎⠹⠊⠞⠊⠽⠕⠰
पर्यावरण:,⠏⠗⠈⠽⠜⠧⠗⠼⠒,⠏⠈⠗⠽⠜⠧⠗⠼⠒
पार्कों,⠏⠜⠗⠈⠅⠕⠰,⠏⠜⠈⠗⠅⠕⠰
पुरस्कार,⠏⠥⠗⠎⠈⠅⠜⠗,⠏⠥⠗⠈⠎⠅⠜⠗
पुस्तकालय,⠏⠥⠎⠈⠞⠅⠜⠇⠽,⠏⠥⠈⠎⠞⠅⠜⠇⠽
पेट्रोल,⠏⠑⠾⠈⠗⠕⠇,⠏⠑⠈⠾⠗⠕⠇
पेट्रोलियम,⠏⠑⠾⠈⠗⠕⠇⠊⠽⠍,⠏⠑⠈⠾⠗⠕⠇⠊⠽⠍
पेड़,⠏⠑⠻,⠏⠑⠻
पेनाल्टी,⠏⠑⠝⠜⠇⠈⠾⠔,⠏⠑⠝⠜⠈⠇⠾⠔
प्रकार,⠏⠈⠗⠅⠜⠗,⠈⠏⠗⠅⠜⠗
प्रकृति,⠏⠈⠗⠅⠐⠗⠞⠊,⠈⠏⠗⠅⠐⠗⠞⠊
प्रतियोगी,⠏⠈⠗⠞⠊⠽⠕⠛⠔,⠈⠏⠗⠞⠊⠽⠕⠛⠔
प्रदूषित,⠏⠈⠗⠙⠳⠯⠊⠞,⠈⠏⠗⠙⠳⠯⠊⠞
प्रमुख,⠏⠈⠗⠍⠥⠨,⠈⠏⠗⠍⠥⠨
प्रसंस्करण,⠏⠈⠗⠎⠰⠎⠈⠅⠗⠼,⠈⠏⠗⠎⠰⠈⠎⠅⠗⠼
प्रसिद्ध,⠏⠈⠗⠎⠊⠙⠈⠮,⠈⠏⠗⠎⠊⠈⠙⠮
प्राचार्य,⠏⠈⠗⠜⠉⠜⠗⠈⠽,⠈⠏⠗⠜⠉⠜⠈⠗⠽
प्राचीनकाल,⠏⠈⠗⠜⠉⠔⠝⠅⠜⠇,⠈⠏⠗⠜⠉⠔⠝⠅⠜⠇
प्रारम्भ,⠏⠈⠗⠜⠗⠍⠈⠘,⠈⠏⠗⠜⠗⠈⠍⠘
फाइनल,⠋⠜⠊⠝⠇,⠋⠜⠊⠝⠇
फैक्ट्रियों,⠋⠌⠅⠈⠾⠈⠗⠊⠽⠕⠰,⠋⠌⠈⠅⠈⠾⠗⠊⠽⠕⠰
बजाई,⠃⠚⠜⠔,⠃⠚⠜⠔
बड़े,⠃⠻⠑,⠃⠻⠑
बड़े-बुजुर्गों,⠃⠻⠑⠤⠃⠥⠚⠥⠗⠈⠛⠕⠰,⠃⠻⠑⠤⠃⠥⠚⠥⠈⠗⠛⠕⠰
बढ़ना,⠃⠐⠻⠝⠜,⠃⠐⠻⠝⠜
बन्धनों,⠃⠝⠈⠮⠝⠕⠰,⠃⠈⠝⠮⠝⠕⠰
बर्फीली,⠃⠗⠈⠋⠔⠇⠔,⠃⠈⠗⠋⠔⠇⠔
बाढ़,⠃⠜⠐⠻,⠃⠜⠐⠻
बिगड़,⠃⠊⠛⠻,⠃⠊⠛⠻
बिगाड़,⠃⠊⠛⠜⠻,⠃⠊⠛⠜⠻
बिताए,⠃⠊⠞⠜⠑,⠃⠊⠞⠜⠑
बिल्कुल,⠃⠊⠇⠈⠅⠥⠇,⠃⠊⠈⠇⠅⠥⠇
बुद्ध,⠃⠥⠙⠈⠮,⠃⠥⠈⠙⠮
बेरोज़गारी,⠃⠑⠗⠕⠚⠐⠛⠜⠗⠔,⠃⠑⠗⠕⠐⠚⠛⠜⠗⠔
बैडमिण्टन,⠃⠌⠫⠍⠊⠼⠈⠾⠝,⠃⠌⠫⠍⠊⠈⠼⠾⠝
ब्याज,⠃⠈⠽⠜⠚,⠈⠃⠽⠜⠚
भन्नाती,⠘⠝⠈⠝⠜⠞⠔,⠘⠈⠝⠝⠜⠞⠔
भलाई,⠘⠇⠜⠔,⠘⠇⠜⠔
भविष्य,⠘⠧⠊⠯⠈⠽,⠘⠧⠊⠈⠯⠽
भविष्यवाणी,⠘⠧⠊⠯⠈⠽⠧⠜⠼⠔,⠘⠧⠊⠈⠯⠽⠧⠜⠼⠔
भाई,⠘⠜⠔,⠘⠜⠔
भिन्न-भिन्न,⠘⠊⠝⠈⠝⠤⠘⠊⠝⠈⠝,⠘⠊⠈⠝⠝⠤⠘⠊⠈⠝⠝
भीड़,⠘⠔⠻,⠘⠔⠻
भूमध्यसागरीय,⠘⠳⠍⠮⠈⠽⠎⠜⠛⠗⠔⠽,⠘⠳⠍⠈⠮⠽⠎⠜⠛⠗⠔⠽
मध्यावकाश,⠍⠮⠈⠽⠜⠧⠅⠜⠩,⠍⠈⠮⠽⠜⠧⠅⠜⠩
मनुष्यों,⠍⠝⠥⠯⠈⠽⠕⠰,⠍⠝⠥⠈⠯⠽⠕⠰
मस्ती,⠍⠎⠈⠞⠔,⠍⠈⠎⠞⠔
महिलाएं,⠍⠓⠊⠇⠜⠑⠰,⠍⠓⠊⠇⠜⠑⠰
महिलाओं,⠍⠓⠊⠇⠜⠕⠰,⠍⠓⠊⠇⠜⠕⠰
मात्रा,⠍⠜⠈⠞⠗⠜,⠍⠜⠈⠞⠗⠜
माध्यमों,⠍⠜⠮⠈⠽⠍⠕⠰,⠍⠜⠈⠮⠽⠍⠕⠰
मार्गदर्शन,⠍⠜⠗⠈⠛⠙⠗⠈⠩⠝,⠍⠜⠈⠗⠛⠙⠈⠗⠩⠝
मास्क,⠍⠜⠎⠈⠅,⠍⠜⠈⠎⠅
मुश्किल,⠍⠥⠩⠈⠅⠊⠇,⠍⠥⠈⠩⠅⠊⠇
मूल्य,⠍⠳⠇⠈⠽,⠍⠳⠈⠇⠽
योजनाओं,⠽⠕⠚⠝⠜⠕⠰,⠽⠕⠚⠝⠜⠕⠰
योजनाओं,⠽⠕⠚⠝⠜⠕⠰,⠽⠕⠚⠝⠜⠕⠰
रचनात्मक,⠗⠉⠝⠜⠞⠈⠍⠅,⠗⠉⠝⠜⠈⠞⠍⠅
रफ्तार,⠗⠋⠈⠞⠜⠗,⠗⠈⠋⠞⠜⠗
राजस्थान,⠗⠜⠚⠎⠈⠹⠜⠝,⠗⠜⠚⠈⠎⠹⠜⠝
राज्य,⠗⠜⠚⠈⠽,⠗⠜⠈⠚⠽
राज्यों,⠗⠜⠚⠈⠽⠕⠰,⠗⠜⠈⠚⠽⠕⠰
रास्तों,⠗⠜⠎⠈⠞⠕⠰,⠗⠜⠈⠎⠞⠕⠰
रिक्शा,⠗⠊⠅⠈⠩⠜,⠗⠊⠈⠅⠩⠜
रिश्तेदार,⠗⠊⠩⠈⠞⠑⠙⠜⠗,⠗⠊⠈⠩⠞⠑⠙⠜⠗
लकड़ी,⠇⠅⠻⠔,⠇⠅⠻⠔
लड़कियों,⠇⠻⠅⠊⠽⠕⠰,⠇⠻⠅⠊⠽⠕⠰
लड़ना,⠇⠻⠝⠜,⠇⠻⠝⠜
लम्बी,⠇⠍⠈⠃⠔,⠇⠈⠍⠃⠔
लुम्बिनी,⠇⠥⠍⠈⠃⠊⠝⠔,⠇⠥⠈⠍⠃⠊⠝⠔
वर्षा,⠧⠗⠈⠯⠜,⠧⠈⠗⠯⠜
वार्मिंग,⠧⠜⠗⠈⠍⠊⠰⠛,⠧⠜⠈⠗⠍⠊⠰⠛
विद्यालय,⠧⠊⠙⠈⠽⠜⠇⠽,⠧⠊⠈⠙⠽⠜⠇⠽
विश्वास,⠧⠊⠩⠈⠧⠜⠎,⠧⠊⠈⠩⠧⠜⠎
वृद्धावस्था,⠧⠐⠗⠙⠈⠮⠜⠧⠎⠈⠹⠜,⠧⠐⠗⠈⠙⠮⠜⠧⠈⠎⠹⠜
व्यवस्थित,⠧⠈⠽⠧⠎⠈⠹⠊⠞,⠈⠧⠽⠧⠈⠎⠹⠊⠞
शक्ति:,⠩⠅⠈⠞⠊⠒,⠩⠈⠅⠞⠊⠒
शर्तों,⠩⠗⠈⠞⠕⠰,⠩⠈⠗⠞⠕⠰
शुद्धता,⠩⠥⠙⠈⠮⠞⠜,⠩⠥⠈⠙⠮⠞⠜
संस्कृति:,⠎⠰⠎⠈⠅⠐⠗⠞⠊⠒,⠎⠰⠈⠎⠅⠐⠗⠞⠊⠒
निष्कर्ष:,⠝⠊⠯⠈⠅⠗⠈⠯⠒,⠝⠊⠈⠯⠅⠈⠗⠯⠒
सप्ताहांत,⠎⠏⠈⠞⠜⠓⠜⠰⠞,⠎⠈⠏⠞⠜⠓⠜⠰⠞
समशीतोष्ण,⠎⠍⠩⠔⠞⠕⠯⠈⠼,⠎⠍⠩⠔⠞⠕⠈⠯⠼
सम्पन्न,⠎⠍⠈⠏⠝⠈⠝,⠎⠈⠍⠏⠈⠝⠝
सर्वप्रथम,⠎⠗⠈⠧⠏⠈⠗⠹⠍,⠎⠈⠗⠧⠈⠏⠗⠹⠍
सशक्त,⠎⠩⠅⠈⠞,⠎⠩⠈⠅⠞
साइट्स,⠎⠜⠊⠾⠈⠎,⠎⠜⠊⠈⠾⠎
सेल्फी,⠎⠑⠇⠈⠋⠔,⠎⠑⠈⠇⠋⠔
सौभाग्य,⠎⠪⠘⠜⠛⠈⠽,⠎⠪⠘⠜⠈⠛⠽
स्टेशन,⠎⠈⠾⠑⠩⠝,⠈⠎⠾⠑⠩⠝
स्नैक्स,⠎⠈⠝⠌⠅⠈⠎,⠈⠎⠝⠌⠈⠅⠎
स्वादिष्ट,⠎⠈⠧⠜⠙⠊⠯⠈⠾,⠈⠎⠧⠜⠙⠊⠈⠯⠾
हज़रतगंज,⠓⠚⠐⠗⠞⠛⠰⠚,⠓⠐⠚⠗⠞⠛⠰⠚
हर्षध्वनि,⠓⠗⠈⠯⠮⠈⠧⠝⠊,⠓⠈⠗⠯⠈⠮⠧⠝⠊
हाइड्रोजन,⠓⠜⠊⠫⠈⠗⠕⠚⠝,⠓⠜⠊⠈⠫⠗⠕⠚⠝
हिस्सा,⠓⠊⠎⠈⠎⠜,⠓⠊⠈⠎⠎⠜
हुई,⠓⠥⠔,⠓⠥⠔
हुए,⠓⠥⠑,⠓⠥⠑
अक्षय,⠁⠟⠽,⠁⠟⠽
अतिक्रमण,⠁⠞⠊⠅⠈⠗⠍⠼,⠁⠞⠊⠈⠅⠗⠍⠼
अत्याचार,⠁⠞⠈⠽⠜⠉⠜⠗,⠁⠈⠞⠽⠜⠉⠜⠗
अद्वितीय,⠁⠙⠈⠧⠊⠞⠔⠽,⠁⠈⠙⠧⠊⠞⠔⠽
अध्यात्मिक,⠁⠮⠈⠽⠜⠞⠈⠍⠊⠅,⠁⠈⠮⠽⠜⠈⠞⠍⠊⠅
अनिवार्य,⠁⠝⠊⠧⠜⠗⠈⠽,⠁⠝⠊⠧⠜⠈⠗⠽
अन्त,⠁⠝⠈⠞,⠁⠈⠝⠞
अन्तर्गत,⠁⠝⠈⠞⠗⠈⠛⠞,⠁⠈⠝⠞⠈⠗⠛⠞
अन्धकार,⠁⠝⠈⠮⠅⠜⠗,⠁⠈⠝⠮⠅⠜⠗
अन्न-उत्पादन,⠁⠝⠈⠝⠤⠥⠞⠈⠏⠜⠙⠝,⠁⠈⠝⠝⠤⠥⠈⠞⠏⠜⠙⠝
अन्न-जल,⠁⠝⠈⠝⠤⠚⠇,⠁⠈⠝⠝⠤⠚⠇
अभीष्ट,⠁⠘⠔⠯⠈⠾,⠁⠘⠔⠈⠯⠾
अयोग्य,⠁⠽⠕⠛⠈⠽,⠁⠽⠕⠈⠛⠽
अर्थ,⠁⠗⠈⠹,⠁⠈⠗⠹
अल्पायु,⠁⠇⠈⠏⠜⠽⠥,⠁⠈⠇⠏⠜⠽⠥
अल्वर्ट,⠁⠇⠈⠧⠗⠈⠾,⠁⠈⠇⠧⠈⠗⠾
आँकड़े,⠜⠄⠅⠻⠑,⠜⠄⠅⠻⠑
आइन्स्टाइन,⠜⠊⠝⠈⠎⠈⠾⠜⠊⠝,⠜⠊⠈⠝⠈⠎⠾⠜⠊⠝
आचाराल्लयते,⠜⠉⠜⠗⠜⠇⠈⠇⠽⠞⠑,⠜⠉⠜⠗⠜⠈⠇⠇⠽⠞⠑
आज्ञा,⠜⠱⠜,⠜⠱⠜
आत्माराम,⠜⠞⠈⠍⠜⠗⠜⠍,⠜⠈⠞⠍⠜⠗⠜⠍
आत्मिक,⠜⠞⠈⠍⠊⠅,⠜⠈⠞⠍⠊⠅
आदर्श,⠜⠙⠗⠈⠩,⠜⠙⠈⠗⠩
आदर्शवादिता,⠜⠙⠗⠈⠩⠧⠜⠙⠊⠞⠜,⠜⠙⠈⠗⠩⠧⠜⠙⠊⠞⠜
आध्यात्मिक,⠜⠮⠈⠽⠜⠞⠈⠍⠊⠅,⠜⠈⠮⠽⠜⠈⠞⠍⠊⠅
आरम्भिक,⠜⠗⠍⠈⠘⠊⠅,⠜⠗⠈⠍⠘⠊⠅
आवश्यकता:,⠜⠧⠩⠈⠽⠅⠞⠜⠒,⠜⠧⠈⠩⠽⠅⠞⠜⠒
आश्चर्यचकित,⠜⠩⠈⠉⠗⠈⠽⠉⠅⠊⠞,⠜⠈⠩⠉⠈⠗⠽⠉⠅⠊⠞
आह्वान,⠜⠓⠈⠧⠜⠝,⠜⠈⠓⠧⠜⠝
इकबाल,⠊⠅⠃⠜⠇,⠊⠅⠃⠜⠇
इतना,⠊⠞⠝⠜,⠊⠞⠝⠜
इलेक्ट्रॉनिक,⠊⠇⠑⠅⠈⠾⠈⠗⠭⠝⠊⠅,⠊⠇⠑⠈⠅⠈⠾⠗⠭⠝⠊⠅
ईश्वर,⠔⠩⠈⠧⠗,⠔⠈⠩⠧⠗
उक्ति,⠥⠅⠈⠞⠊,⠥⠈⠅⠞⠊
उखाड़,⠥⠨⠜⠻,⠥⠨⠜⠻
उचित-अनुचित,⠥⠉⠊⠞⠤⠁⠝⠥⠉⠊⠞,⠥⠉⠊⠞⠤⠁⠝⠥⠉⠊⠞
उठाती,⠥⠺⠜⠞⠔,⠥⠺⠜⠞⠔
उत्तरोत्तर,⠥⠞⠈⠞⠗⠕⠞⠈⠞⠗,⠥⠈⠞⠞⠗⠕⠈⠞⠞⠗
उन्नत,⠥⠝⠈⠝⠞,⠥⠈⠝⠝⠞
उपनिषद्,⠥⠏⠝⠊⠯⠙⠈,⠥⠏⠝⠊⠯⠈⠙
उपन्यास,⠥⠏⠝⠈⠽⠜⠎,⠥⠏⠈⠝⠽⠜⠎
उपरान्त,⠥⠏⠗⠜⠝⠈⠞,⠥⠏⠗⠜⠈⠝⠞
ऊँचा,⠳⠄⠉⠜,⠳⠄⠉⠜
ऋतुएँ,⠐⠗⠞⠥⠑⠄,⠐⠗⠞⠥⠑⠄
एक-दूसरे,⠑⠅⠤⠙⠳⠎⠗⠑,⠑⠅⠤⠙⠳⠎⠗⠑
एकत्रित,⠑⠅⠈⠞⠗⠊⠞,⠑⠅⠈⠞⠗⠊⠞
एकान्त,⠑⠅⠜⠝⠈⠞,⠑⠅⠜⠈⠝⠞
ऑक्सीजन,⠭⠅⠈⠎⠔⠚⠝,⠭⠈⠅⠎⠔⠚⠝
ऑटोरिक्शा,⠭⠾⠕⠗⠊⠅⠈⠩⠜,⠭⠾⠕⠗⠊⠈⠅⠩⠜
औद्योगिक,⠪⠙⠈⠽⠕⠛⠊⠅,⠪⠈⠙⠽⠕⠛⠊⠅
कठिनाइयों,⠅⠺⠊⠝⠜⠊⠽⠕⠰,⠅⠺⠊⠝⠜⠊⠽⠕⠰
कन्या,⠅⠝⠈⠽⠜,⠅⠈⠝⠽⠜
कन्याकुमारी,⠅⠝⠈⠽⠜⠅⠥⠍⠜⠗⠔,⠅⠈⠝⠽⠜⠅⠥⠍⠜⠗⠔
कर्ज,⠅⠗⠈⠚,⠅⠈⠗⠚
कश्मीर,⠅⠩⠈⠍⠔⠗,⠅⠈⠩⠍⠔⠗
कष्ट,⠅⠯⠈⠾,⠅⠈⠯⠾
कष्टप्रद,⠅⠯⠈⠾⠏⠈⠗⠙,⠅⠈⠯⠾⠈⠏⠗⠙
कष्टमय,⠅⠯⠈⠾⠍⠽,⠅⠈⠯⠾⠍⠽
कार्बन,⠅⠜⠗⠈⠃⠝,⠅⠜⠈⠗⠃⠝
कार्यक्रमों,⠅⠜⠗⠈⠽⠅⠈⠗⠍⠕⠰,⠅⠜⠈⠗⠽⠈⠅⠗⠍⠕⠰
काव्यगत,⠅⠜⠧⠈⠽⠛⠞,⠅⠜⠈⠧⠽⠛⠞
कुटुम्ब,⠅⠥⠾⠥⠍⠈⠃,⠅⠥⠾⠥⠈⠍⠃
कुटुम्बकम्,⠅⠥⠾⠥⠍⠈⠃⠅⠍⠈,⠅⠥⠾⠥⠈⠍⠃⠅⠈⠍
कृष्ण,⠅⠐⠗⠯⠈⠼,⠅⠐⠗⠈⠯⠼
क्रमशः,⠅⠈⠗⠍⠩⠠,⠈⠅⠗⠍⠩⠠
क्रॉसिंग,⠅⠈⠗⠭⠎⠊⠰⠛,⠈⠅⠗⠭⠎⠊⠰⠛
क्षेत्रों,⠟⠑⠈⠞⠗⠕⠰,⠟⠑⠈⠞⠗⠕⠰
खण्डन,⠨⠼⠈⠫⠝,⠨⠈⠼⠫⠝
खर्च,⠨⠗⠈⠉,⠨⠈⠗⠉
गद्य,⠛⠙⠈⠽,⠛⠈⠙⠽
गन्दे,⠛⠝⠈⠙⠑,⠛⠈⠝⠙⠑
गर्व,⠛⠗⠈⠧,⠛⠈⠗⠧
गार्डन,⠛⠜⠗⠈⠫⠝,⠛⠜⠈⠗⠫⠝
गुलिस्ताँ,⠛⠥⠇⠊⠎⠈⠞⠜⠄,⠛⠥⠇⠊⠈⠎⠞⠜⠄
ग्रन्थ,⠛⠈⠗⠝⠈⠹,⠈⠛⠗⠈⠝⠹
चक्र,⠉⠅⠈⠗,⠉⠈⠅⠗
चन्द्रगुप्त,⠉⠝⠈⠙⠈⠗⠛⠥⠏⠈⠞,⠉⠈⠝⠈⠙⠗⠛⠥⠈⠏⠞
चरमोत्कर्ष,⠉⠗⠍⠕⠞⠈⠅⠗⠈⠯,⠉⠗⠍⠕⠈⠞⠅⠈⠗⠯
चरित्रवान,⠉⠗⠊⠈⠞⠗⠧⠜⠝,⠉⠗⠊⠈⠞⠗⠧⠜⠝
चाहिए,⠉⠜⠓⠊⠑,⠉⠜⠓⠊⠑
चाहिए:,⠉⠜⠓⠊⠑⠒,⠉⠜⠓⠊⠑⠒
चित्रण,⠉⠊⠈⠞⠗⠼,⠉⠊⠈⠞⠗⠼
चौड़ा,⠉⠪⠻⠜,⠉⠪⠻⠜
छन्दों,⠡⠝⠈⠙⠕⠰,⠡⠈⠝⠙⠕⠰
छोड़,⠡⠕⠻,⠡⠕⠻
छोड़ीगई,⠡⠕⠻⠔⠛⠔,⠡⠕⠻⠔⠛⠁⠔
जनसंख्या,⠚⠝⠎⠰⠨⠈⠽⠜,⠚⠝⠎⠰⠈⠨⠽⠜
जल-मग्न,⠚⠇⠤⠍⠛⠈⠝,⠚⠇⠤⠍⠈⠛⠝
जाऊँ,⠚⠜⠳⠄,⠚⠜⠳⠄
जीव-जन्तुओं,⠚⠔⠧⠤⠚⠝⠈⠞⠥⠕⠰,⠚⠔⠧⠤⠚⠈⠝⠞⠥⠕⠰
ज्ञान,⠱⠜⠝,⠱⠜⠝
ट्रकों,⠾⠈⠗⠅⠕⠰,⠈⠾⠗⠅⠕⠰
ट्रैक्टर,⠾⠈⠗⠌⠅⠈⠾⠗,⠈⠾⠗⠌⠈⠅⠾⠗
डाइ-ऑक्साइड,⠫⠜⠊⠤⠭⠅⠈⠎⠜⠊⠫,⠫⠜⠊⠤⠭⠈⠅⠎⠜⠊⠫
डिवाइडर,⠫⠊⠧⠜⠊⠫⠗,⠫⠊⠧⠜⠊⠫⠗
ढुलाई,⠿⠥⠇⠜⠔,⠿⠥⠇⠜⠔
तककपड़े,⠞⠅⠅⠏⠻⠑,⠞⠅⠅⠏⠻⠑
